,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
714,"
                                                    AREA/ Trosoban stan/ Centar/ Ciglane/ 86 m2
                                                ",86,Trosoban (3),2,Namješten,Centralno (gradsko),Prodaja,,,,,True,True,True,,True,,,,True,True,True,24.01.2023,,True,,True,,,True,,True,,"Prodaje se trosoban stan u naselju Ciglane, ukupne površine 86 m2 na mirnom mjestu, okružen zelenilom.Sastoji se od prostranog dnevnog boravka sa trpezarijom i kuhinjom, dvije spavaće sobe,  kupatila, ostave, ulaznog hodnika i prostrane bašte/terase.Stan je dvostrano orijentisan, što ga čini izuzetno svijetlim, sunčanim i prozračnim, a terasa je ugodna za boravak tokom cijelog dana. Nalazi se u neposrednoj blizini kosog lifta te svega nekoliko minuta hoda do II gimnazije Sarajevo, QSI škole, Alipašine ulice, supermarketa Bingo, itd. Sve informacije možete dobiti na slijedeće brojeve telefona:+387 33 262 210+387 61 907 965 +387 61 198 366Tražite nekretninu? Posjetite našu web stranicu: www.area.baHome d.o.o.reg.br.33/2023AREA Real EstateŠenoina br. 1071000 Sarajevo,Bosna i HercegovinaProdajete ili iznajmljujete Vašu nekretninu? Iza nas stoji hiljade realizovanih transakcija i još toliko zadovoljnih klijenata. Pozovite nas: 033 262 210 ili pišite na e-mail: info@area.ba"
715,"
                                                    Stan Sarajevo - Novi Grad 100.79m2 Bosmal
                                                ",100.79,Trosoban (3),20+,Namješten,Centralno (Kotlovnica),Prodaja,Milana Preloga 12,,1990-1999,Parket,True,True,True,True,True,True,True,,True,True,True,15.02.2023,Istok,True,,,,True,,True,True,,"Potpuno namjesten trosoban stan , istočne orijentacije ..Sastoji se od dnevnog boravka, kuhinje i trpezarije, 2 spavaće sobe i 2 kupatila, balkonSve informacije na telefon 061136249"
716,"
                                                    Trosoban stan / 3.sprat / Alipašino Polje / Novi Grad
                                                ",65,Trosoban (3),3,Namješten,Centralno (gradsko),Prodaja,Trg međunarodnog prijateljstva,5,,Parket,True,True,True,True,True,,True,,True,True,True,19.08.2022,Sjeverozapad,True,,,True,,True,,True,True,"Agent: Jasmin Heldov+387 62/ 695-226+387 61/ 939-814e-mail: rent@deltanekretnine.baDELTA šifra:143p2022
https://deltanekretnine.ba/property/trosoban-stan-3-sprat-alipasino-polje-novi-grad/
OPIS NEKRETNINE:Prodaje setrosoban stan površine 65m2, u ulici Trg međunarodnog prijateljstva, naselje Alipašino Polje, opština Novi Grad.Nekretnina se sastoji od dnevnog boravka, dvije spavaće sobe, kuhinje, kupatila, predsoblja predulaza, ostave i lođe površine cca 5m2.
Bitno je naglasiti da je nekretnina pozicionirana na izuzetnoj lokaciji, u blizini glavne saobraćajnice.
Od standarda možemo izdvojtii:-vanjska PVC stolarija, unutrašnja drvena;-parket u svim prostorijama;-pločice u kuhinji i kupatilu;-konvekcijski radijatori;-blindirana vrata;-interfon;-lift.
Grijanje je centralno-gradsko.
LOKACIJA:Nekretnina se nalazi na trećem spratu stambene zgrade u ulici Trg međunarodnog prijateljstva, naselje Alipašino Polje.Lokacija je izuzetno pogodna zbog blizine svih sadržaja potrebnih za urbani način življenja.U neposrednoj blizini se nalaze: Osnovna škola “Fatima Gunić”, tržni centri Bingo i Konzum, Dom zdravlja “Saraj Polje”, Opština Novi Grad, Policijska uprava, ugostiteljski objekti, apoteke, ambulanta, banke...
STANDARD:Vanjska PVC stolarija, unutrašnja drvena. Parket u svim prostorijama. Keramičke pločice u kuhinji i kupatilu. Konvekcijski radijatori. Blindirana vrata. Interfon. Lift.
NAPOMENA:Tražena cijena predstavlja preporučenu cijenu za oglašenu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom momentu do pismenog zaključenja Rezervacije, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
717,"
                                                    Četverosoban stan / Alifakovac / Stari Grad
                                                ",50,Četverosoban (4),Prizemlje,Namješten,Struja,Prodaja,Maguda,,,Laminat,,,True,True,True,,,,True,True,True,29.08.2022,Jugozapad,True,,True,,,True,,,True,"Agent: Jasmin Heldov+387 62/ 695-226+387 33/ 460-227e-mail: rent@deltanekretnine.baDELTA šifra: 153p2022
https://deltanekretnine.ba/property/cetverosoban-stan-alifakovac-stari-grad/
OPIS NEKRETNINE:Prodaje se četverosoban stan površine 50m2 (stvarnih 75m2) na prizemlju stambene zgrade u ulici Maguda, naselje Alifakovac.Nekretnina se sastoji od dnevnog boravka, tri spavaće sobe, kuhinje, kupatila, ostave (moguće napraviti sobu) i predulaza.
Stan se prodaje u adaptiran i namješten.
Od standarda izdvajamo:-vanjska i unutrašnja drvena stolarija (promijenjena);-laminat u svim sobama;-keramičke pločice u kuhinji, kupatilu, ostavi i predulazu;-aluminijski radijatori;-kupatilo renovirano;-promijenjena kompletna elektro izolacija.
Grijanje je električno – konvektori, ali je plin doveden, te budući kupac ima i opciju grijanja na plin..
LOKACIJA:Stan se nalazi na prizemlju stambene zgrade u ulici Maguda, naselje Alifakovac.Zgrada je pozicionirana na izuzetnoj lokaciji.
STANDARD:Vanjska i unutrašnja drvena stolarija.Laminat u svim sobama. Keramičke pločice u kuhinji, kupatilu, ostavi i predulazu. Aluminijski radijatori.
NAPOMENA:Tražena cijena predstavlja preporučenu cijenu za oglašenu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom momentu do pismenog zaključenja Rezervacije, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
718,"
                                                    Stan 125 m2 renoviran Čobanija
                                                ",125,Četverosoban (4),3,Namješten,Centralno (Plin),Prodaja,Save Škarića,5,1950-1959,Parket,True,True,True,True,True,True,,,True,True,True,28.06.2022,Jugoistok,True,False,True,,,True,True,True,True,"u prodaji stan dvoetažni, 125 m2, renoviran u potpunosti lijepo i moderno, III i IV sprat, zgrada nema lift, dvostrano orijentiran, puno dnevne svjetlosti u toku cijelog dana, balkon, pogled na grad,  cijena 3000 KM po m2. Info mob. 061142704  "
719,"
                                                    Stan Sarajevo - Centar
                                                ",75,Trosoban (3),2,Namješten,Centralno (gradsko),Prodaja,,,,,,,,,True,,,,True,True,,11.10.2022,,True,,,,,,,,,"Prodajem stan na ciglanama bez tereta 75 m². Trosoban stan sa dva balkona i predivnim pogledom na Sarajevo, istočno orijentiran. Uz stan se prodaje i šupa koja se nalazi na istoj etazi od 3 m². Stan se prodaje da stvarima. 
Kontakt telefon 061211183"
720,"
                                                    Petosoban stan, Stari grad
                                                ",145,Petosoban i više,Prizemlje,Namješten,Centralno (Plin),Prodaja,Josipa Štadlera,,Prije 1950,Parket,,True,True,True,True,,,,True,True,True,06.12.2019,,True,,True,,,True,,,True,"Opis nekretnine: Prodaje se djelimično adaptiran namješten petosoban stan, ukupne površine 145m2, na odličnoj lokaciji u neposrednoj blizini Katedrale. Stan je smješten u prizemlju stambene zgrade austrougarske gradnje u ulici Josipa Štadlera. Nekretnina se nalazi na odličnoj lokaciji nudi budućim kupcima raznovrstan sadržaj (restorani, ugostiteljski objekti, muzeji, državne institucije, apoteka, pekara, supermarketi, butici).  Stan je djelimično adaptiran 2015. godine i tom prilikom je urađena hidroizolacija, parket i laminat u drugom dijelu stana te ugrađena blindirana vrata, te opremljena glavna spavaća soba sa novim namještajem.  Nekretnina sadrži dva dnevna boravaka u kombinaciji sa kuhinjom, dvije spavaće sobe, kupatilo. S obzirom na  orijentaciju i položaj zgrade, stan je veoma svijetao i osunčan tokom cijelog dana.  Lokacija: Nekretnina se nalazi na prizemlju stambene zgrade u ulici Josipa Štadlera, u neposrednoj blizini Katedrale. Lokacija nudi mnogobrojne sadržaje u bližoj okolini kao što su kulturne i obrazovne institucije, historijski spomenici i muzeji,te prodavnice i butici za svakodnevne potrebe domaćinstva.   Certificirana agencija za nekretnine Posjed d.o.o.Registarski broj posrednika 42/2023.Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 977 978- Arijana +387 33 742 977- Agencija Posjed"
721,"
                                                    Stan Stup 65,87 kvadrata
                                                ",65,Dvosoban (2),3,Namješten,Plin,Prodaja,,,,,True,True,True,True,True,,True,,True,True,True,30.11.2022,,True,,True,,,True,,True,,"
"
722,"
                                                    Stan Čadordžina,50m2 dvosoban
                                                ",50,Dvosoban (2),1,Namješten,Centralno (Plin),Prodaja,Čadordžina,,,Parket,,True,True,True,True,True,,,True,True,,10.03.2022,,True,,True,True,,,,,True,"Prodaje se dvosoban stan u Starom gradu nedaleko od samog centra. Nalazi se na prvom spratu male stambene zgrade i površine je cca 50m2. Sastoji se od tri prostorije: dnevnog boravka, spavaće sobe, te velike trpezarije i kuhinje. Pored ovih prostorije ima i ulazni hodnik te wc kupatilo. Zgrada posjeduje i zajednički pordum. Sam stan je u veoma dobrom stanju. Renoviran i dobro održavan. U stanu ostaje kvalitetna kuhinja koja je urađena po mjeri i koju svako ne treba zanemariti kada se bude razmišljalo o cijeni. Stan je u potpunosti funkcionalan i spreman za useljene bez posebnih ulaganja. Garaža se nalazi nedaleko od same zgrade i veoma je pristupačna. Stan lokacijski pripada naselju Vrbanjuša u dijelu koji se zove ""Potok"". Ima pristup i preko Vrbanjuše ali je bliži centru vezom preko ulice Muse Ćazima Ćatića. Naselje je veoma mirno i ugodno za boravak.
 
061 177 380"
723,"
                                                    Stan Sarajevo - Sarajevo Tower
                                                ",98,Trosoban (3),7,Namješten,Plin,Prodaja,Kolodvorska bb,,,,,,,,True,,,True,True,True,,28.11.2022,,True,,,,,,,,,"Prodaje se luksuzno (djelimičmo) namješten trosoban stan površine 95m2 u zgradi Sarajevo Tower na 7. spratu.   
 
Stan je djelimično opremljen namjestajem i tehnikom renomiranih proizvođača. Sastoji od dva hodnika, dvije spavaće sobe, jednog wc-a, jednog kupatila, dnevnog borakva sa kuhinjom i trpezarijom. Posjeduje i garazno mjesto na nivou -2. Stan posjeduje jedan balkon sa predivnim panoramskim pogledom.   
 
Za fotografije stana i više informacija javite se putem privatne poruke. "
724,"
                                                    Stup 53,50 m2 IV sprat+ balkon 5 m2 + podrum 3 m2
                                                ",53,Dvosoban (2),4,Namješten,Centralno (Plin),Prodaja,Stupska,5,2010+,Parket,True,True,True,True,True,True,True,True,True,True,True,03.02.2023,Sjeverozapad,True,,True,True,True,,,True,True,"Prodaje se komplet namješten stan u naselju Stup na IV spratu. Isti se sastoji od predsoblja, dnevnog boravka sa trpezarijom i kuhinjom, prostranog balkon, spavace sobe i kupatila. 
Stan ima pripadajucu podrumsku prostoriju od 3 m2 i balkon od 5 m2, sto ne ulazi u navedenu kvadraturu.Zgrada/haustor se redovno održava i ista je novije gradnje (2012.g.) i locirana je odmah iza OMV pumpe na Stupu.Navedeni stan ima otvoren pogled. U neposrednoj blizini se nalazi supermarket, apoteka, vrtić kao i osnovna škola.
 
Sve ostale informacije možete dobiti na broj telefona+387 61 556 221"
725,"
                                                    Stan komforan renoviran Centar
                                                ",77,Trosoban (3),5,Namješten,Centralno (Plin),Prodaja,Ul. Koševo,0,Prije 1950,Parket,,True,True,True,True,True,,,True,True,True,06.10.2021,Jugoistok,True,False,True,,,True,,,True,"Prodaje se stan trosoban u centru ul. Koševo kod II Gimnazije. Stan ima 77 m2 po ZK korisne površine bez kosina, u stvarnosti je 120 m2. Stan je u potpunosti renoviran, krovni Velux prozori sa zavjesama daju a dosta dnevne svjetlosti, centralno grijanje plinsko, dvije klime, krov nedavno promijenjen i uradjena toplotna i zvučna izolacija. Za više informacija kontakt mob 061 142 704"
726,"
                                                    Stambeno-poslovni prostor Vječna vatra
                                                ",83,Četverosoban (4),1,Namješten,Centralno (Plin),Prodaja,Branilaca Sarajeva 33,,,Parket,,True,True,True,True,True,,,True,True,True,20.05.2021,,True,,True,True,True,True,True,,True,"Stan površine 83 m kv. nalazi se na 1 prvom spratu u ulici Branilaca Sarajeva br. 33 pored Vječne vatre. Potpuno renoviran, dvostrano orjentisan sa 4 prostorije, dva kupatila, jedan wc poseban, sve je potpuno osvijetljeno. Stan se čitavo vrijeme koristi kao poslovni prostor jer posjeduje prenamjenu u stambeno poslovni objekat. Za detaljnije informacije i ozbiljan dogovor zvati na tel: 061 788 301"
727,"
                                                    Četverosoban stan Vojničko polje prodaja
                                                ",105,Četverosoban (4),8,Namješten,Centralno (gradsko),Prodaja,"Novi grad, Sarajevo, Hasana Sućeske",,,Parket,,True,True,True,True,,True,,True,True,True,16.01.2023,,True,,True,,,,True,,,"Stanpromet.ba agencija za nekretnine najavljuje za prodaju gala četverosoban stan na Vojničkom polju, ul. Hasana Sućeske.Površinu 105 m2 (stvarna 114 m2) čine veliki dnevni boravak sa kuhinjom i trpezarijom u poluotvorenom konceptu, tri spavaće sobe, dva kupatila, ulazni hodnik, te vanjska i unutrašnja ostava. Stan je izgrađen 2005. godine po projektu nadziđivanja potkrovlja, te čuvan pažnjom dobrog domaćina uz tekuće održavanje. Životni prostor je izuzetno ugodan uzmemo li u obzir da boravak broji cca 50 m2 sa visokim stropom gdje je moguće napraviti i šarmantnu galeriju. Optimalan raspored, dvostrana orijentacija, te otvoren pogled daju dodatne pluseve ovoj nesvakidašnjoj i unikatnoj nekretnini. Krov i krovna konstrukcija su obloženi termoizolacionim materijalima, a budući vlasnici će dobiti i izvedbeni projekat stana.Grijanje u stanu je centralno gradsko sa vlastitim kalorimetrom, sa naglaskom da su u stanu sklopke vertikala koje griju neovisno o vašoj regulaciji bez naknade.Lokacija nudi sve potrebno za lagodan gradski život, a izdvajamo osnovnu školu i vrtić, supermarkete, sportsko-rekreacioni centar ""Safet Zajko"", te mogućnost najma parking mjesta i veliki broj javnog parkinga.Agent Emin CanovićZa sve druge informacije pozovite Stanpromet.ba - agencija za nekretnineCertificirana agencija za nekretnine Stanpromet.ba NekretnineRegistarski broj posrednika 001/2022!Grbavička 8b, 71000 Sarajevo+38762943330agencija@stanpromet.ba"
728,"
                                                    Građevinsko zemljiste Nedzarici 1050 m2
                                                ",1050,Četverosoban (4),1,Namješten,Centralno (Plin),Prodaja,Aleja Bosne Srebrene,6,1970-1979,Parket,True,True,True,True,True,True,True,,True,True,True,26.05.2022,Sjever,True,,True,True,,True,,True,,"Na prodaju građevisnko zemljiste od 1050 m2 sa projektom kojim je predviđen stambeni objekat sprattnosti Po+Pr+2SP+Mans sa 16 stambenih jedinica, predpostavljena ukupna povrsina objekta je 2000 m2. Budući da je gradnja sobraćaja ovog lokaliteta, prema važećem regulacionom planu dugoročna, predložen je privremeni (postojeći) saobraćajni priključak sa ulice Aleje Bosne Srebrene.
Sve ostale inf. na 061/556-221!"
729,"
                                                    Prodaje se luksuzno namješten stan
                                                ",140,Četverosoban (4),2,Namješten,Plin,Prodaja,,,,Parket,,True,True,True,True,True,,,True,True,True,29.10.2021,,True,,True,,,,,,True, u ulici Josipa Vancaša 15Stan je u potpunosti renoviran i opremljen luksuznom opremom i kućanskim aparatimaProdajna cijena: Po dogovoruKontakt telefon: +387 61 076 677
730,"
                                                    Dvoetažni stan, Skenderija, Centar
                                                ",130,Trosoban (3),3,Namješten,Centralno (Plin),Prodaja,Hamze Hume,6,1950-1959,Parket,True,True,True,True,True,True,,,True,True,True,21.08.2021,Jugoistok,True,,True,True,,True,,True,True,"Prodajemo namješten dvoetažni, vrlo lijepo uređen četverosoban stan površine 130m2. . Nalazi se na trećem (i četvrtom ) spratu spratu stambene zgrade . Zgrada u kojoj se stan nalazi izgrađena je na jednoj od najatraktivnijih lokacija, uz obalu rijeke Miljacke, a u ulici Hamze Hume, u naselju Skenderija. Pored idealnog rasporeda prostorija, posebnu karakteristiku stana predstavljaja terasa na prvoj etaži. Lijep pogled na stan se dalje nastavlja i iz dnevnog boravka koji je (kao i ostale sobe) zbog velikih prozorskih, otvora prozračan i ispunjen dnevnom svjetlošću tokom većeg dijela dana. Stan je inače, u upotrebnljivom stanju, uredno i dobro održavan, bez većih dodatnih ulaganja.

Prva etaža stana se sastoji od komfornog dnevnog boravka sa kaminom i terasom, trpezarije,  kuhinje , spavaće sobe, jednog toaleta i prostranog predsoblja te dodatno nezavršenog kupatiloa kojem se pristupa iz predsoblja..Na drugoj etaži se nalazi predsbolje koje se može koristiti kao radna soba te jedna spavaća soba i ostava.

Stan se nalazi u ulici Hamze Hume, Skenderija , općina Centar. Smješten na jednoj od najatraktivnijih lokacija za život u ovoj općini, predstavlja idealnu priliku za sve koji su u potrazi za komfornim i ugodnim svakodnevnim načinom života. Mirna lokacija, obogaćena zelenim površinama, a samo par minuta lagane šetnje udaljena BBI centra, garancija je ugodnog porodičnog boravka.

Vanjska PVC stolarija. Unutrašnja drvena stolarija. Parket u sobama. Keramičke pločice u kupatilu, balkonu, predsoblju i lođi. Interfon. Blinda ulazna vrata. Dva Klima Uređaja. Telefon. Internet. Terasa .

 

https://capitolnekretnine.ba/nekretnina/2593/dvoetazni-stan-skenderija-centar/

 

Kontakt telefon : +38762099777"
